Payment Execution Date,Payment Modification Date and Time,Payment Creation Date and Time,Payment Authorisation Date and Time,Payment File Format/Channel,Ordering Bank (Swift Code or Local Bank Code),Ordering Account Number,Client Entity Name,Beneficiary Account Number,Beneficiary Name,Beneficiary Address,Beneficiary Bank (Swift Code or Local Bank Code),Beneficiary Country,Instruction/Payment Type,Payment Amount,Payment Currency,Remittance Advice,Connexis User ID (Maker),Connexis User ID (Authoriser),User Country Geo-Location,User last successful login date/time
1976-05-29 01:06:45,1979-05-22 20:17:03,1979-11-30 05:45:53,2016-01-12 10:49:47,flac,GB82QDKM41946751078770,4682347392936811144,Thomas Cantu,213194568926160,Luis Rodriguez,"749 Compton Burgs
Carpenterton, KS 87438",GB18YOQC51504351556059,Singapore,,7015.96116374729,"('USD', 'United States dollar')",,williamsamy,tcarlson,Ethiopia,2005-06-07 18:28:09
1993-08-05 10:27:06,2009-08-16 15:11:04,1981-02-21 10:06:26,2007-05-09 14:46:04,ods,GB36XGMC81297275106712,4624451374132093,Gabriela Salazar,4591856342548056,Frederick Pitts Jr.,"60095 Sandra Estate Suite 059
Samanthastad, DC 16723",GB37KAOD86640956681914,Kiribati,,11230.807340839492,"('UYU', 'Uruguayan peso')",,mphillips,mooremichael,Italy,1990-10-17 07:29:19
1978-07-08 07:27:01,2007-01-28 02:22:53,1980-06-03 19:25:02,1985-03-08 06:38:27,jpg,GB83ZDUR05703015054182,4843585317877,Erica Christensen,630412103974,Rachael Garcia,"9028 Jeffrey Brooks
Jacksonside, LA 16150",GB07MUXA92229162840759,Guatemala,,8136.6065478994615,"('IQD', 'Iraqi dinar')",,kanenancy,reynoldsbrian,Tonga,1973-10-29 11:04:11
1970-10-11 10:35:14,1999-03-08 19:26:35,1977-07-04 20:36:51,2000-05-11 08:44:32,csv,GB49MVAM36313377394657,501854341051,Mr. Kyle Clark,4648198823276921524,Laurie Clark,"909 Richard Pines
Mcphersonport, OK 96022",GB24URLB62570552528621,Saint Vincent and the Grenadines,,4225.844710168964,"('RWF', 'Rwandan franc')",,aaronfowler,russellcourtney,United Kingdom,1971-02-13 17:40:42
2005-02-16 09:10:52,1999-12-19 11:07:48,2019-12-27 11:59:27,1975-07-21 04:23:12,mp3,GB75XOQF09173368551061,375437110882124,David Hartman,6581904778957305,Melissa Adams,"14542 Mccarthy Plaza
South Sylviachester, OH 15822",GB69MXOP85445938884234,Bolivia,,6654.912752417643,"('SLL', 'Sierra Leonean leone')",,alice24,leslie58,Cameroon,2019-11-24 03:56:01
1971-05-01 17:58:50,1982-11-27 23:20:46,2015-03-23 08:54:08,1998-09-24 19:52:21,key,GB93VRZA49348800758271,3571583816429383,Paul Johnson,3535289034128097,Melissa Riggs,"5958 Adams Common
East Alexis, GA 66564",GB05QZUR45840748602464,French Southern Territories,,317.9747030092158,"('TWD', 'New Taiwan dollar')",,donald36,dwilson,Christmas Island,2016-04-09 08:35:27
2014-08-20 09:38:28,2016-12-26 18:03:00,1995-09-03 22:05:11,2002-11-07 13:08:34,mov,GB57EKWD30284730928689,4352203431123757,Thomas Johnson,3560977879804487,Brad Holden,"9459 Michelle Loaf Suite 433
Chadport, KS 09568",GB34QNVE90956453922986,Ghana,,2916.044585354892,"('SOS', 'Somali shilling')",,timothy76,wilkinsonsamantha,Congo,2014-04-16 08:21:54
2008-03-03 04:29:18,1981-08-17 14:25:30,1977-11-25 13:28:45,2013-05-06 19:57:33,jpg,GB10ZPWT72280451136684,4478858480399,Charles Davidson,6501045578975894,Edward Trujillo,"34935 Miller Path Apt. 263
Howardland, NH 95834",GB18ZZQG65642926507203,Armenia,,4225.042800540495,"('FJD', 'Fijian dollar')",,timothywilliams,daniel16,Romania,1996-01-18 19:42:17
1974-06-27 21:01:41,2009-04-26 01:33:47,2011-11-11 21:54:28,1982-06-12 08:19:31,flac,GB08CUOM37303806443126,213107253119321,Tina Evans,30179460633221,Ryan Carter,"29760 Lindsay Alley Suite 787
Toddberg, ND 79115",GB12WMVW52935856192811,British Virgin Islands,,1169.390150792552,"('WST', 'Samoan tālā')",,rdavis,duane44,Libyan Arab Jamahiriya,1993-12-16 19:08:26
1997-05-16 05:16:59,1987-09-30 15:12:13,1980-04-19 05:56:51,2012-03-24 13:36:10,key,GB69KOAM90917759725751,4883936614209426,Luis Tanner,2431000457688260,Jonathan Smith,"82503 Freeman Shore
East Joseph, MN 25439",GB36KZZI36282870136452,Tuvalu,,18547.531045497246,"('SVC', 'Salvadoran colón')",,terryrandy,katrina25,Venezuela,1974-05-29 17:48:26
1991-07-24 17:17:08,1985-06-01 22:17:37,1996-02-02 20:21:22,2004-05-26 14:00:39,docx,GB03VIMJ68762754298321,4234622023114572812,Daniel Powell,4896123766042687215,Katie Chambers,"24866 Kathleen Motorway
Williamberg, MN 72147",GB15CPJZ89233654039841,United States of America,,5560.0682646243185,"('EGP', 'Egyptian pound')",,richardjones,heidi18,Georgia,2010-03-06 05:43:26
1981-09-26 13:37:23,2020-04-09 23:29:33,2006-08-11 23:21:41,1979-08-30 07:18:19,docx,GB07JZZW14267457555690,6554395628553175,Michele Escobar,4582841974347807036,Nicole Burch,"PSC 8942, Box 7636
APO AP 34855",GB71YHQY34454040671530,Hong Kong,,3861.746851226962,"('SRD', 'Surinamese dollar')",,jeanette54,patrick42,Bahamas,2002-05-23 04:11:42
1989-07-23 11:35:57,2009-03-11 14:10:58,1981-12-16 03:38:45,1997-04-28 22:18:38,webm,GB06BXHC84986730290917,213193735176600,Leah Young,4644419465984905647,Eric Guerrero,"63157 Miranda Lake
Port Roger, OR 24698",GB65HRFA65885086296142,Botswana,,6880.171901909052,"('AMD', 'Armenian dram')",,alexandra91,franklinjason,Estonia,1982-07-14 17:52:04
2013-02-09 02:46:20,2009-11-06 07:04:00,1976-11-15 21:01:23,1997-05-07 14:41:59,html,GB36HVDC09035268184596,343999527554488,Sharon Taylor,4000196071971627824,Mary Brown,"PSC 3396, Box 6018
APO AA 84648",GB73NRVK54191526820889,Svalbard & Jan Mayen Islands,,1218.6557500585075,"('KRW', 'Western Krahn language')",,regina55,justinlloyd,Monaco,1985-01-31 03:31:14
1972-11-27 10:55:43,1992-01-09 00:54:42,1978-03-09 08:52:44,1980-10-13 11:47:03,gif,GB08ABHO23507556111349,4208631085778821,Kelly Reed,30261097428330,Stacy Stewart,"USCGC Lambert
FPO AP 72552",GB80XAKG95512273573031,Taiwan,,6575.808667226913,"('CUP', 'Cuban peso')",,francismichele,rodriguezricardo,Moldova,1995-07-11 14:56:16
1991-03-10 03:43:10,1993-12-17 11:01:13,2017-01-30 10:21:52,2001-08-20 19:21:16,js,GB08BUZI82447579498845,4640956527045992,Donald Robinson,4183820298118706,Daniel Lopez,"95572 Chad Spurs
East Charlestown, MT 10828",GB14EPGI58054288321576,Saint Vincent and the Grenadines,,17787.476461140825,"('XPF', 'CFP franc')",,baileyhelen,ccooper,Tuvalu,1971-07-21 11:33:46
1996-11-07 20:39:01,1994-11-08 20:34:53,2012-03-01 22:47:14,2013-10-12 12:33:01,avi,GB20TYJJ18648319226968,4295053700317529892,Angela Wyatt,676254065219,Jessica Gillespie,"62957 Gina Route
Wilsonport, VT 29501",GB31GBIC44386366456243,Philippines,,396.07047547561865,"('AFN', 'Afghan afghani')",,berrylisa,richard23,Serbia,2004-07-16 14:16:23
2001-11-29 17:15:10,1990-09-09 05:10:16,1980-12-25 10:40:36,2012-01-30 21:04:02,tiff,GB59TAVP51179212989388,5202558124145766,Brenda Barber,30192045427738,Christina Long,"36218 Galvan Court Suite 578
Castroport, ID 08294",GB34OSKN89925178117397,Tunisia,,278.46163892119597,"('LYD', 'Libyan dinar')",,mclark,greenjennifer,Russian Federation,2001-12-03 02:06:43
1987-04-28 21:50:02,1991-01-14 01:12:49,1989-03-09 23:39:33,1998-02-23 05:18:11,avi,GB41TKLP97326659252566,3501601445693602,Kenneth Brown,6567830572265744,Anthony Moore,"58701 Stafford Extension
West Paul, ID 64199",GB32DUKK20309600381380,Solomon Islands,,951.8707950102346,"('AZN', 'Azerbaijani manat')",,martintravis,miguel01,Antigua and Barbuda,2004-12-27 12:02:17
2011-06-17 13:51:42,2004-07-21 00:38:27,2017-01-24 06:44:23,1988-11-24 05:00:08,avi,GB78INAK69594025976709,5126880246759487,Dennis Chavez,4944758380708,Brittany Nelson,"925 Hayes Plaza
Lake Leahport, WV 05982",GB62EJIR42022565807717,Sri Lanka,,4305.212707089649,"('XAF', 'Central African CFA franc')",,cmclaughlin,dianacalhoun,Guinea-Bissau,1990-02-06 03:54:18
1988-03-18 19:52:51,2007-04-14 20:21:47,1985-10-21 03:04:13,2015-01-05 08:11:11,mp4,GB48ILZW67238513324272,4825200629471,Deborah Owens,5385045832748486,Raymond Johnson,"7781 Lopez Extensions Apt. 373
Melindatown, NC 59812",GB95NHYU63812158027607,Chad,,4009.365994519297,"('KMF', 'Comorian franc')",,lchavez,geoffreyrodgers,Guadeloupe,1985-01-21 15:19:33
1981-04-29 23:51:17,2002-08-09 07:24:05,1987-01-06 12:31:46,2019-01-03 02:32:26,odt,GB87VJCX49852879467847,30124611684491,John Jones,6011169151430250,Tracy Parrish,"03248 Sullivan Garden Apt. 125
South Courtney, MD 67829",GB65JYYT23584247030448,British Indian Ocean Territory (Chagos Archipelago),,219.38155600207432,"('PGK', 'Papua New Guinean kina')",,esolis,agarza,Turkmenistan,1980-04-14 23:56:38
2004-06-22 06:08:48,1972-05-02 21:18:18,1979-03-27 11:49:25,1989-08-23 21:34:09,mov,GB67UPHA21706018870261,4361908706981,Zachary Moore,3586021868621618,Kenneth Good,"457 Hardin Stravenue
Jennifermouth, MA 03859",GB63FSHJ12111649008505,Palau,,4373.126567301822,"('ARS', 'Argentine peso')",,qnunez,donnawhite,Taiwan,1996-02-24 22:08:21
2011-10-01 02:19:16,1987-10-10 03:11:32,1995-01-26 00:13:44,1971-12-04 06:47:47,flac,GB15UCHJ33804651580030,3596997966407166,Isaiah Patterson,2377942128742271,Jennifer Garcia,"885 Harold Unions Suite 308
Lake David, MA 38615",GB39WOHW23747399755232,Estonia,,6242.155421068672,"('PYG', 'Paraguayan guarani')",,andersonkimberly,pparker,Honduras,2005-06-12 23:41:01
2009-03-05 18:10:58,2014-10-14 23:25:05,1971-08-09 14:11:14,2017-12-22 15:18:22,flac,GB53XLOC50590632538157,3595737001179318,Nicholas Tran,4369740802066,Logan Singleton,"7418 Moyer Mountain
Smithmouth, NH 66954",GB42UJBU05831903365293,British Virgin Islands,,4931.131543066216,"('KWD', 'Kuwaiti dinar')",,jacob29,kimberlyhaynes,Denmark,1990-05-09 08:00:55
2013-03-30 01:38:58,1996-10-04 16:20:45,1985-03-26 12:12:20,1982-12-14 19:20:04,mp4,GB60MLMG16447029831540,4651732315664,Sarah Stone,4490003228599,Daniel Wyatt,"468 Castillo Ports Apt. 614
South Laurenside, SD 78504",GB28EUWS02376870793881,Albania,,5133.952774590214,"('NIO', 'Nicaraguan córdoba')",,kara19,laurenwillis,Wallis and Futuna,2005-10-11 16:22:32
1972-10-29 12:41:21,1996-01-02 02:58:52,2007-03-30 20:57:14,1999-12-20 10:40:49,gif,GB45NQPG06411163156032,213162352643101,Robert Richard,4509317590945883,Christina Watts,"2259 Todd Plain
Port Allison, GA 16932",GB32REPV51240749962669,Mali,,202.5914168968389,"('GMD', 'Gambian dalasi')",,wintersjessica,aprilvazquez,Bosnia and Herzegovina,1976-04-22 17:31:46
1999-02-12 13:36:42,1994-10-09 09:22:02,1970-04-18 16:04:17,1999-04-08 03:11:15,css,GB92PCPO92921843587088,582922748592,Joseph Thompson,373837045750431,George Rios,"196 Wiggins Islands Apt. 396
Stuarttown, NY 49369",GB67IWOW46547923678012,British Indian Ocean Territory (Chagos Archipelago),,14486.211683479174,"('PYG', 'Paraguayan guarani')",,johnwatson,fbowers,Saudi Arabia,1982-06-20 04:55:18
1996-02-05 15:30:33,2019-07-31 07:19:08,1997-06-06 10:00:39,2014-03-25 17:37:26,odp,GB14UGEL51339138612316,213193773185224,Matthew Jordan,2392745648793000,Kendra Hicks,"268 William View
South Jenniferborough, WA 50217",GB56GGQH35036747460627,South Georgia and the South Sandwich Islands,,413.52217166782015,"('NIS', 'Israeli new shekel')",,stephensdarius,charles93,South Georgia and the South Sandwich Islands,1978-02-28 06:47:16
2016-02-28 21:26:54,1978-12-29 13:34:17,1991-12-25 21:47:39,1992-09-09 19:45:00,odp,GB38IZHP22390086755739,3593724715611143,Sarah Chen,379436292686317,Ronald Gonzalez,"983 Conrad Pike Suite 897
North Nicoleville, SD 47380",GB95XJQT52248481348653,Guernsey,,1661.966070385873,"('VND', 'Vietnamese đồng')",,harrisshelby,collinskristin,Slovenia,2017-06-06 23:57:02
2005-09-21 03:36:50,1984-12-19 02:32:41,1983-11-20 14:49:19,2019-08-15 13:41:00,mov,GB93JMQC34984934751557,4113877472149811,Carl Hart,4616705815842435420,Jason Wagner,"4326 Anderson Light Apt. 512
East Jeffreymouth, PA 83161",GB95ILPD93844903522218,Slovakia (Slovak Republic),,2465.660850000032,"('MMK', 'Burmese kyat')",,stephensjason,qwhitaker,China,2009-07-20 00:28:21
1989-06-02 02:29:29,1974-08-17 00:52:56,2005-06-05 13:15:28,1976-10-26 10:05:03,flac,GB57QRHR15829682958618,4677638156682909,Alexander Byrd,4114950533709441,Carrie Jacobson,"6634 Norton Loaf
North Yolandafurt, CA 83347",GB18RDNJ07511360192714,South Georgia and the South Sandwich Islands,,10.898840507446941,"('NIO', 'Nicaraguan córdoba')",,schroedertara,brian86,Romania,1975-09-10 09:40:37
1982-04-24 11:39:56,1991-09-02 14:55:01,1996-10-05 01:26:35,1997-06-25 09:39:03,csv,GB17EZQP96931292812100,4095849329062243302,Kristine Combs,4549334955879419,Susan Stanton,"9075 Donald Prairie
West Christinaland, WA 51363",GB70RDJF58485383309649,Myanmar,,16496.84680233495,"('AMD', 'Armenian dram')",,kristina13,lcastaneda,Iceland,1993-03-29 18:48:06
1983-11-13 09:54:56,1978-11-03 12:06:33,2001-11-24 19:38:03,1985-10-05 09:07:27,png,GB27YWMB50335274098731,4903690649017066,Michelle Hudson MD,5117245929514354,Tracy Wilcox,"45818 Potter Motorway Apt. 788
Vasquezmouth, MO 84475",GB81OZAE73050834476929,American Samoa,,10877.020581832501,"('BYR', 'Belarusian ruble')",,omartin,hboone,Guernsey,2015-11-12 06:12:37
1996-11-21 01:58:05,1998-05-25 19:52:11,2007-02-08 10:35:50,1972-12-18 08:08:36,mp3,GB75YXGG32802464309510,36066709376965,Eric Fernandez,213164937716535,Glenn Joseph,"2987 Barrett Rapid Suite 470
Robinbury, IN 51266",GB85GQUW20272551676380,Cook Islands,,13446.98489447793,"('OMR', 'Omani rial')",,nicholeclark,bgill,Congo,1993-01-07 18:12:21
1979-01-31 22:27:47,2001-07-26 18:08:49,2019-09-01 06:17:10,1993-05-28 04:11:14,css,GB35UYHO90799511382219,676131907229,Carrie Edwards,4596332395123111045,Jessica Harris,"Unit 4748 Box 0114
DPO AP 69021",GB76UQNI73858019374576,Portugal,,11928.354154774748,"('ERN', 'Eritrean nakfa')",,nancy96,cheryl85,Andorra,2014-09-07 04:21:14
1997-06-10 04:19:11,1972-01-07 14:21:02,1972-11-30 09:18:25,2020-04-11 04:37:38,html,GB26XLYI20004142328695,4790476617719,George Hall,4553167032087520,Matthew Adams,"685 Ricardo Islands
Suttonhaven, WA 98822",GB09FIQI99317853880453,Barbados,,10300.56665249588,"('BAM', 'Bosnia and Herzegovina convertible mark')",,diana14,diamond08,Denmark,1995-03-07 22:55:52
2005-02-22 03:27:02,2019-06-14 00:29:53,1979-12-26 23:40:11,2010-07-23 02:10:04,mp3,GB06XJSW85566128345780,4675455871421,James Hays,3527461291724674,Gabriel Hayes,"PSC 3694, Box 9310
APO AA 76656",GB56QIXL04182645745436,Malawi,,16114.858308093744,"('AOA', 'Angolan kwanza')",,jeffreyblack,petersonangela,Holy See (Vatican City State),1976-02-27 10:13:18
2018-05-21 06:43:04,1989-02-13 15:13:38,1974-04-16 10:46:34,2014-04-19 23:00:22,flac,GB51HGTQ64987086195724,3560813809173323,Jillian Bolton,4910763351070466354,Kevin Hester,"655 Walker Plaza Apt. 010
East Brandon, NJ 68773",GB45FUFJ24244132865198,Tuvalu,,10713.92883186319,"('WST', 'Samoan tālā')",,skrueger,gerald34,Spain,2005-06-14 11:01:57
2018-02-13 22:54:18,2018-09-15 16:56:09,1977-11-04 11:55:54,1976-11-04 12:34:26,webm,GB27JDOS56137787012951,3584856176660572,Juan Juarez,375101210949742,Taylor Pollard,"407 Page Squares
West Damon, PA 46622",GB51MAKL35009346409571,Pakistan,,1130.5752957359675,"('ETB', 'Ethiopian birr')",,spencerjacqueline,tbaker,Timor-Leste,1988-10-28 02:02:49
2008-11-26 14:46:33,1992-02-21 10:32:27,2006-11-14 23:11:29,1989-03-14 03:46:22,webm,GB21XSYD41395847954260,6011939355399703,Tanya Bishop,343255659575316,Ann Walker,"845 Nancy Fields Suite 376
Port Kimberly, OK 72708",GB49UUBE21261946522814,Guyana,,770.8718425537621,"('UZS', 'Uzbekistani soʻm')",,hardingjoe,hayleyjohnson,Gibraltar,1990-11-06 01:32:10
2007-10-05 15:58:44,1994-06-23 23:20:42,2012-10-13 14:07:54,2003-09-01 18:55:32,tiff,GB28CBZH90939933658740,4089443862795729,Jennifer Gray,5154159641744732,Jason Russell Jr.,"530 Tyler Islands
East Veronicabury, UT 84025",GB29OXNE70446958899112,Saint Barthelemy,,1909.231919011875,"('BYR', 'Belarusian ruble')",,jonesgregory,donna46,New Zealand,2019-09-05 18:40:50
2012-12-27 16:11:28,1999-05-07 23:07:49,1971-11-09 15:03:57,2006-03-26 11:42:59,avi,GB03GGTP93904150245731,3574126694336515,Alex Wang,3549413974905561,Sheri Chavez,"592 Kelly Village Apt. 382
South Alexisbury, SD 67856",GB60WREO41244477004157,Andorra,,1230.1965360539496,"('XOF', 'West African CFA franc')",,nunezandre,yjohnson,Malta,2006-10-11 23:02:13
2002-09-22 19:35:36,1996-05-29 22:50:24,1984-07-07 21:47:11,2012-11-01 11:49:51,pages,GB70IOIQ92234337491870,371336634584444,Jared Walsh,4015578267327179,Lisa Gardner,"685 Hutchinson Villages Suite 123
East Sandra, WV 40478",GB47FDDY23689663098514,Antigua and Barbuda,,897.8966945387715,"('KMF', 'Comorian franc')",,alicia32,vanessacowan,Antarctica (the territory South of 60 deg S),2013-09-09 00:37:14
1971-11-30 11:18:00,1975-07-09 06:12:35,2000-03-07 06:28:52,2009-03-15 20:12:08,jpeg,GB02VZOI31343369319560,6011371982795428,Sarah Faulkner,6575215859754489,Lisa Lynn,"7233 Ward Mall
Johnstonshire, MT 85204",GB47DTOS81522676137420,Vietnam,,102.55898280132014,"('SHP', 'Saint Helena pound')",,mitchellmichael,norman19,Pakistan,1978-05-16 08:10:07
1984-02-07 04:50:53,1984-06-23 20:00:48,1982-02-19 08:34:03,1970-12-30 19:52:45,json,GB32TJHF92569908230906,213140786712452,Ashley Jones,4761921612621,Jennifer Park,"00776 King Motorway
Boydburgh, IA 27212",GB23HLUB49612531518489,Djibouti,,2775.633216586901,"('KZT', 'Kazakhstani tenge')",,leslieevans,fgregory,Kuwait,1970-11-20 04:51:34
1971-04-13 21:54:50,1979-08-03 16:17:27,2003-10-17 20:38:41,1988-07-19 12:14:52,json,GB65JFWG02205761769143,213151212404960,Theodore Wilkins,6011159988278329,Karen Day,"33425 Andrea Mountains Suite 725
Alvaradoside, NH 04841",GB05PVKN98938065598724,Bulgaria,,213.2648704775308,"('SDG', 'Sudanese pound')",,langalan,hayeskathryn,Aruba,1995-08-18 13:28:41
1999-12-30 18:30:50,2001-10-24 02:31:16,2009-05-25 16:51:15,1987-04-09 15:27:43,csv,GB70GSMG88068769888478,4549756802114,Stephen Simmons,4935294576501726670,Deborah Roberts,"Unit 2318 Box 0541
DPO AP 22013",GB94HPDC45544525931519,Lebanon,,1357.8659769430412,"('PKR', 'Pakistani rupee')",,morrisonwilliam,patrick39,Paraguay,1993-07-19 05:14:04
1993-12-01 14:18:30,1983-03-29 09:38:37,2009-08-30 14:59:08,1999-11-21 03:51:59,bmp,GB65RYQC37179733700121,4950281533717151,James Porter,30563142889105,Deborah Hogan,"367 Lane Passage
Pennyfort, NM 35119",GB46VVCA14188426445929,Peru,,1207.7684736585452,"('SGD', 'Singapore dollar')",,hickstiffany,iwilliams,Tajikistan,1992-12-03 17:04:30
1985-01-17 07:35:32,1993-11-14 13:12:33,2009-02-21 06:58:40,2011-09-08 18:42:29,mp4,GB14FMZV41446616464536,4092122185249714,Anna Hendricks,377111960698157,Edward Werner,"7340 Boyd Shore Suite 268
Susanburgh, CT 97143",GB84ZJMM18124813110760,French Polynesia,,7820.288912559509,"('CUC', 'Cuban convertible peso')",,kdaniels,gschultz,Japan,1979-11-27 20:14:16
1992-06-18 22:19:33,1980-05-29 23:03:15,2006-07-20 17:25:59,2019-08-02 12:06:44,tiff,GB58OWVW90755785034660,3558607643543426,Rodney Andrews,4921264705438803072,David Rhodes,"0412 Brian Lane Apt. 227
East Kevinmouth, MA 58154",GB33MCSL61185628682704,Algeria,,3914.4720436771413,"('TRY', 'Turkish lira')",,rnelson,russell29,Maldives,2016-04-11 12:47:45
1979-12-25 12:10:58,2004-02-03 08:16:27,2019-04-25 02:51:43,1994-02-11 09:37:50,tiff,GB21PTSH66899329279566,4762500936913102522,Mr. Aaron Sanders,6582907813852679,Michael Oconnell,"42872 Perez Stream
Kathyton, OH 13886",GB45YVSQ23015520035211,Montserrat,,636.5338671190271,"('ILS', 'Israeli new shekel')",,ericafuller,jonbauer,Tunisia,2016-11-15 14:18:34
2016-09-03 09:59:34,1985-03-11 00:01:36,1973-08-31 15:26:20,1999-02-17 23:20:35,mp3,GB98UCKC83049843796818,213151043491152,John Diaz,4441093348803858359,Michelle Lynch,"43190 Bryce Extensions Apt. 098
Dianefurt, CT 26244",GB24DZJJ00202924979357,Iran,,5148.448484083011,"('LKR', 'Sri Lankan rupee')",,brianmitchell,richardstewart,Madagascar,1984-05-23 17:32:04
1981-01-04 04:50:43,1973-07-27 12:09:48,2006-03-10 09:16:51,1982-12-20 02:21:43,wav,GB19WKJR52976677186544,503816631264,Emily Watson,180063675596357,Anthony Medina,"3777 Andrew Turnpike
Christopherfort, VT 83203",GB55ERWJ06869004903961,Slovakia (Slovak Republic),,1061.8912377896131,"('PAB', 'Panamanian balboa')",,kimberlyortiz,zgonzalez,Singapore,1974-08-12 05:22:41
1971-10-06 14:18:01,1981-03-20 13:37:40,1987-05-27 10:04:07,1986-09-13 01:14:11,css,GB84CNLG94234412914157,2267274494565661,Suzanne Smith,4723473188384512,Brenda Williams,"35439 Lee Junction Apt. 069
Sandersland, MD 21056",GB19QHXZ22563914518207,Turks and Caicos Islands,,4373.705038636011,"('AMD', 'Armenian dram')",,gwall,phillip87,Brunei Darussalam,2016-09-19 06:29:01
1997-12-21 09:54:42,1995-06-02 06:55:24,1987-02-16 19:02:11,1992-02-08 08:16:35,mp3,GB53EFDK92471677180712,2231860409440991,Jamie Ramsey,561082271892,Logan Smith,"478 Amanda Parkways
Port Ericamouth, ND 42729",GB75BCJV62443830351507,Bhutan,,3117.649648435754,"('ZMW', 'Zambian kwacha')",,fmorse,denise76,United States Virgin Islands,1991-01-16 10:19:30
2001-04-07 02:44:21,1991-08-11 05:41:48,1990-07-03 08:12:26,2008-11-27 07:17:20,css,GB58BDSD67470816188952,4397174567634718,David Jones,341247162706530,Sarah Harris,"17507 Collins Mission Apt. 633
Charlesview, VT 63020",GB98ZVFD70416307558461,Greece,,13399.659617642908,"('UYU', 'Uruguayan peso')",,jameswaters,wilsonmichele,Bosnia and Herzegovina,2001-12-19 14:13:15
2000-09-03 19:18:57,2010-04-04 11:23:32,1996-07-17 04:31:51,2014-11-12 10:44:47,doc,GB31LWKO43989462817526,4219162334616734,Alyssa Fischer,4049569199999843267,Jason Sanchez,"7716 Rita Squares Suite 836
South Lisa, WV 78762",GB02RJDH50929852599660,Heard Island and McDonald Islands,,81.76962327946632,"('KPW', 'North Korean won')",,james62,gregoryphillips,Brunei Darussalam,2017-03-14 20:00:57
1979-09-09 11:49:18,1993-07-07 00:33:47,1998-09-17 17:16:36,2004-10-17 08:47:51,json,GB58VKVO48931148177481,38300813844735,Brandon Rice,370148741013402,Dennis May,"877 Jones Flat
Jenningsmouth, CT 19043",GB60ZDUC20520445103185,Jersey,,15202.685927729572,"('UGX', 'Ugandan shilling')",,schwartzcourtney,stephaniedillon,Hong Kong,1970-05-26 04:17:20
2018-03-07 06:58:45,2017-07-25 03:19:49,1978-02-15 06:25:14,2018-12-09 12:58:00,ppt,GB58GBNB53638890733810,180084005255373,Sarah Munoz,4282089659174274,Brian Ochoa,"040 Susan Loaf Suite 278
East Phillip, TX 99920",GB98QJAV52676539841964,China,,4630.024561344566,"('DOP', 'Dominican peso')",,kevinvasquez,ashley03,Jamaica,1993-01-12 23:49:17
2002-04-06 18:03:48,2002-07-26 04:06:26,1980-02-14 22:02:24,1975-05-11 12:17:50,jpg,GB36RXNS15136422912692,213128277524569,Lisa Nielsen,4601825797860868,Mary Booth,"9584 John Plaza Suite 161
West Ninachester, FL 02906",GB10ZILT51538353940729,Pakistan,,5982.476708536505,"('MVR', 'Maldivian rufiyaa')",,wilsoncrystal,moorerenee,Mozambique,2010-12-26 14:56:37
1990-09-26 00:51:11,1998-06-01 21:44:04,1989-05-24 00:58:45,1986-01-12 09:33:00,wav,GB67SAOB03746535717835,3527272710472724,Randy Gonzalez,2259887791162450,John Cruz,"53615 Hoffman Ports Suite 023
West Jamesstad, NC 43733",GB93NPIU57405585568785,Luxembourg,,15978.239351171462,"('BAM', 'Bosnia and Herzegovina convertible mark')",,elizabeth65,gross,Uganda,2004-10-23 18:19:22
1972-06-13 10:08:58,1992-12-07 00:58:10,1983-06-28 17:36:23,1999-02-17 23:42:39,xlsx,GB82SFKW50516300257911,5461148409434105,Brandon Johnson,2714191225454966,Stacey Mckinney,"20648 Lewis Expressway Apt. 441
Mccannside, OR 18873",GB93LZXA32157641417746,Equatorial Guinea,,8214.605021452535,"('VEF', 'Venezuelan bolívar')",,katherine01,patrickmartin,Mauritania,1980-11-06 00:56:29
1992-06-12 23:48:23,1986-11-26 23:13:46,1988-04-24 07:28:52,1974-09-17 00:15:30,wav,GB68CCMJ70529740537647,4376078977384357,Jason Garner,3538127637991437,Sean Martinez,"9978 Wesley Meadows Apt. 227
New Nathan, CA 78004",GB70SJCO75260151831604,Iran,,5416.957789549767,"('SYP', 'Syrian pound')",,pedwards,gmejia,Venezuela,1994-01-06 21:00:00
1997-11-21 23:10:02,1984-05-11 10:46:13,2009-09-25 06:19:39,1987-08-03 14:58:05,jpg,GB38ULIB78058579417898,180058053020392,Angela Case,372065482914812,Michael Brown,"4367 Mccann Course
Lawsonland, IN 45739",GB05JHGN23789943015115,Taiwan,,545.434269325554,"('BWP', 'Botswana pula')",,john43,carrie22,Brazil,2012-06-05 08:57:24
2019-12-07 03:37:28,1980-07-11 17:41:55,2012-07-08 12:47:02,2008-07-22 19:26:53,html,GB02OYZN50608978895083,373670322534453,Alyssa Sandoval,371564694837333,Jacqueline Anderson,"395 Hunt Fall
East Kevin, FL 81626",GB68KIHF96523712859527,Georgia,,8159.867827694344,"('LRD', 'Liberian dollar')",,epalmer,omccall,Anguilla,1979-12-30 06:47:56
